"","ME","RMSE","MAE","MPE","MAPE"
"Test set",-0.0149651528657939,0.555729109171424,0.467294668559668,-0.101669567312678,1.80166025321715
"Test set",0.0027487574493518,0.0834415536219962,0.0694720702478985,19.6636907783657,152.627456188606
"Test set",-0.0201524524262173,0.560472824308217,0.439128147937016,-2.79256023974543,14.804839372089
