"","ME","RMSE","MAE","MPE","MAPE"
"Test set",0.00414253185289018,0.14351332373883,0.108396952263381,0.184581996325565,2.68868617977727
"Test set",1.79141541202339,1.82658029858388,1.79141541202339,40.7559866493499,40.7559866493499
"Test set",0.000209961471387299,0.0871195535322642,0.0677348953645098,-0.00246869710941259,0.485608659586414
